year,month,monthly_rainfall
1873,7,58.4
1874,7,71.9
1875,7,143.79999999999998
1876,7,37.4
1877,7,83.39999999999999
1878,7,16.8
1879,7,107.9
1880,7,132.63999999999996
1881,7,44.010000000000005
1882,7,52.18999999999999
1883,7,105.63000000000001
1884,7,61.02999999999999
1885,7,8.959999999999999
1886,7,60.33
1887,7,17.52
1888,7,95.19
1889,7,141.92999999999998
1890,7,113.95999999999998
1891,7,57.879999999999995
1892,7,73.66000000000001
1893,7,74.14
1894,7,59.65999999999999
1895,7,125.86000000000001
1896,7,30.680000000000003
1897,7,11.189999999999998
1898,7,35.1
1899,7,29.969999999999995
1900,7,27.080000000000002
1901,7,59.03000000000001
1902,7,30.54
1903,7,99.97999999999998
1904,7,72.63
1905,7,35.6
1906,7,9.73
1907,7,54.980000000000004
1908,7,58.9
1909,7,76.2
1910,7,48.49999999999999
1911,7,16.16
1912,7,81.91999999999999
1913,7,30.189999999999994
1914,7,36.5
1915,7,111.53
1916,7,40.1
1917,7,102.8
1918,7,80.29999999999998
1919,7,64.99999999999999
1920,7,118.09999999999997
1921,7,4.1
1922,7,106.6
1923,7,95.1
1924,7,107.2
1925,7,107.10000000000001
1926,7,66.39999999999999
1927,7,73.89999999999999
1928,7,59.2
1929,7,33.9
1930,7,54.800000000000004
1931,7,96.10000000000001
1932,7,63.699999999999996
1933,7,34.199999999999996
1934,7,27.199999999999996
1935,7,23.2
1936,7,116.4
1937,7,42.3
1938,7,29.299999999999997
1939,7,51.300000000000004
1940,7,58.0
1941,7,135.09999999999997
1942,7,52.800000000000004
1943,7,38.4
1944,7,37.7
1945,7,68.0
1946,7,51.599999999999994
1947,7,38.8
1948,7,23.299999999999997
1949,7,27.5
1950,7,137.60000000000002
1951,7,31.4
1952,7,12.8
1953,7,96.6
1954,7,87.9
1955,7,5.2
1956,7,61.3
1957,7,63.599999999999994
1958,7,47.99999999999999
1959,7,111.8
1960,7,77.19999999999999
1961,7,34.099999999999994
1962,7,63.8
1963,7,39.89999999999999
1964,7,31.500000000000004
1965,7,103.99999999999997
1966,7,76.2
1967,7,53.7
1968,7,83.8
1969,7,50.8
1970,7,49.3
1971,7,15.200000000000001
1972,7,29.099999999999994
1973,7,54.6
1974,7,30.599999999999998
1975,7,18.6
1976,7,41.6
1977,7,7.499999999999999
1978,7,58.5
1979,7,24.6
1980,7,80.89999999999999
1981,7,62.10000000000001
1982,7,42.3
1983,7,35.1
1984,7,13.600000000000001
1985,7,48.4
1986,7,43.99999999999999
1987,7,61.5
1988,7,94.7
1989,7,46.70000000000002
1990,7,14.799999999999999
1991,7,73.39999999999999
1992,7,62.199999999999996
1993,7,58.9
1994,7,23.2
1995,7,18.6
1996,7,47.2
1997,7,42.7
1998,7,39.4
1999,7,23.2
2000,7,48.5
2001,7,56.1
2002,7,93.50000000000001
2003,7,39.599999999999994
2004,7,49.80000000000001
2005,7,39.0
2006,7,35.599999999999994
2007,7,86.8
2008,7,88.2
2009,7,73.4
2010,7,31.7
2011,7,44.6
2012,7,128.4
2013,7,47.400000000000006
2014,7,36.9
2015,7,132.6
2016,7,26.999999999999996
2017,7,73.8
2018,7,15.100000000000001
2019,7,45.0
2020,7,81.2
2021,7,50.99999999999999
2022,7,11.7
2023,7,97.6
2024,7,91.0
1853,8,66.2
1854,8,65.19999999999999
1855,8,57.1
1856,8,59.2
1857,8,77.8
1858,8,40.59999999999999
1859,8,66.3
1860,8,89.0
1861,8,17.5
1862,8,55.0
1863,8,63.9
1864,8,14.700000000000003
1865,8,122.5
1866,8,75.9
1867,8,48.599999999999994
1868,8,91.00000000000001
1869,8,28.099999999999998
1870,8,40.3
1871,8,17.3
1872,8,60.10000000000001
1873,8,61.199999999999996
1874,8,44.699999999999996
1875,8,27.900000000000006
1876,8,75.7
1877,8,65.9
1878,8,126.5
1879,8,166.69999999999996
1880,8,25.939999999999998
1881,8,144.78000000000003
1882,8,52.44
1883,8,19.750000000000004
1884,8,39.519999999999996
1885,8,39.589999999999996
1886,8,28.73
1887,8,23.97
1888,8,81.97
1889,8,52.93000000000001
1890,8,61.47000000000001
1891,8,100.01
1892,8,92.09
1893,8,57.92999999999999
1894,8,88.77
1895,8,97.76000000000002
1896,8,70.6
1897,8,78.23
1898,8,27.419999999999998
1899,8,25.58
1900,8,94.08999999999999
1901,8,49.300000000000004
1902,8,86.25
1903,8,94.96000000000001
1904,8,50.910000000000004
1905,8,84.88999999999999
1906,8,29.76
1907,8,42.73000000000001
1908,8,72.72
1909,8,67.11999999999999
1910,8,82.57999999999998
1911,8,24.110000000000007
1912,8,159.44
1913,8,36.69
1914,8,37.21000000000001
1915,8,60.580000000000005
1916,8,83.3
1917,8,150.20000000000005
1918,8,29.2
1919,8,80.80000000000001
1920,8,32.1
1921,8,25.7
1922,8,68.6
1923,8,55.400000000000006
1924,8,59.29999999999999
1925,8,72.89999999999999
1926,8,27.199999999999996
1927,8,101.89999999999998
1928,8,51.4
1929,8,14.2
1930,8,65.89999999999999
1931,8,83.3
1932,8,50.6
1933,8,14.2
1934,8,45.00000000000001
1935,8,38.300000000000004
1936,8,7.500000000000001
1937,8,46.300000000000004
1938,8,58.7
1939,8,76.70000000000002
1940,8,5.4
1941,8,106.19999999999999
1942,8,55.699999999999996
1943,8,53.8
1944,8,69.0
1945,8,32.1
1946,8,95.1
1947,8,1.7000000000000002
1948,8,64.69999999999999
1949,8,43.099999999999994
1950,8,85.19999999999997
1951,8,94.89999999999999
1952,8,125.39999999999999
1953,8,39.3
1954,8,90.3
1955,8,19.1
1956,8,127.70000000000002
1957,8,54.1
1958,8,85.6
1959,8,39.89999999999999
1960,8,86.49999999999999
1961,8,52.499999999999986
1962,8,63.699999999999974
1963,8,81.4
1964,8,12.9
1965,8,51.3
1966,8,80.39999999999999
1967,8,42.099999999999994
1968,8,72.39999999999998
1969,8,43.99999999999999
1970,8,63.699999999999996
1971,8,63.59999999999999
1972,8,35.99999999999999
1973,8,41.0
1974,8,79.2
1975,8,19.100000000000005
1976,8,8.9
1977,8,119.3
1978,8,35.20000000000001
1979,8,66.49999999999999
1980,8,49.199999999999996
1981,8,42.30000000000001
1982,8,41.6
1983,8,13.500000000000002
1984,8,45.1
1985,8,63.5
1986,8,103.59999999999998
1987,8,60.400000000000006
1988,8,60.2
1989,8,37.900000000000006
1990,8,52.1
1991,8,45.5
1992,8,114.2
1993,8,39.300000000000004
1994,8,53.50000000000001
1995,8,2.0
1996,8,49.199999999999996
1997,8,49.1
1998,8,28.6
1999,8,118.69999999999997
2000,8,72.6
2001,8,119.19999999999999
2002,8,52.3
2003,8,2.3
2004,8,113.40000000000002
2005,8,58.6
2006,8,109.99999999999999
2007,8,64.4
2008,8,107.80000000000003
2009,8,63.39999999999999
2010,8,127.80000000000003
2011,8,81.2
2012,8,54.800000000000004
2013,8,57.5
2014,8,113.40000000000002
2015,8,83.19999999999999
2016,8,30.1
2017,8,66.5
2018,8,64.0
2019,8,45.2
2020,8,172.0
2021,8,37.0
2022,8,41.3
2023,8,50.300000000000004
2024,8,23.099999999999998
1853,9,42.800000000000004
1854,9,12.8
1855,9,32.9
1856,9,45.4
1857,9,97.79999999999998
1858,9,31.900000000000002
1859,9,80.59999999999998
1860,9,60.1
1861,9,37.5
1862,9,50.9
1863,9,64.3
1864,9,72.49999999999999
1865,9,0.9
1866,9,96.39999999999999
1867,9,48.699999999999996
1868,9,63.1
1869,9,64.5
1870,9,53.8
1871,9,119.30000000000001
1872,9,30.6
1873,9,59.5
1874,9,93.99999999999997
1875,9,70.89999999999999
1876,9,127.49999999999996
1877,9,38.89999999999999
1878,9,37.400000000000006
1879,9,79.70000000000002
1880,9,144.48
1881,9,53.05
1882,9,56.190000000000005
1883,9,100.0
1884,9,53.500000000000014
1885,9,109.51
1886,9,36.27000000000001
1887,9,76.72
1888,9,22.200000000000003
1889,9,59.86999999999999
1890,9,28.270000000000003
1891,9,33.08
1892,9,60.18
1893,9,27.619999999999997
1894,9,53.379999999999995
1895,9,24.71999999999999
1896,9,194.48000000000002
1897,9,58.07999999999999
1898,9,13.16
1899,9,59.88999999999999
1900,9,18.55
1901,9,31.659999999999997
1902,9,23.860000000000007
1903,9,65.91
1904,9,37.73999999999999
1905,9,54.42999999999999
1906,9,27.040000000000003
1907,9,18.29
1908,9,36.97
1909,9,45.91999999999999
1910,9,20.27
1911,9,34.68
1912,9,64.21000000000001
1913,9,35.050000000000004
1914,9,29.589999999999996
1915,9,58.44
1916,9,37.300000000000004
1917,9,45.300000000000004
1918,9,121.39999999999996
1919,9,29.999999999999996
1920,9,51.400000000000006
1921,9,66.29999999999997
1922,9,67.0
1923,9,59.4
1924,9,79.99999999999999
1925,9,79.7
1926,9,41.9
1927,9,127.6
1928,9,17.2
1929,9,5.5
1930,9,83.6
1931,9,50.2
1932,9,42.7
1933,9,57.50000000000001
1934,9,67.50000000000001
1935,9,106.19999999999999
1936,9,84.5
1937,9,65.0
1938,9,42.8
1939,9,33.2
1940,9,27.8
1941,9,17.3
1942,9,34.3
1943,9,46.599999999999994
1944,9,64.6
1945,9,52.70000000000001
1946,9,95.2
1947,9,34.300000000000004
1948,9,44.99999999999999
1949,9,12.7
1950,9,80.2
1951,9,83.99999999999999
1952,9,90.3
1953,9,49.8
1954,9,45.300000000000004
1955,9,43.400000000000006
1956,9,54.400000000000006
1957,9,78.1
1958,9,86.10000000000001
1959,9,3.5
1960,9,95.49999999999999
1961,9,65.89999999999999
1962,9,80.69999999999999
1963,9,56.2
1964,9,18.3
1965,9,99.09999999999998
1966,9,37.1
1967,9,55.59999999999999
1968,9,136.4
1969,9,10.100000000000001
1970,9,50.69999999999999
1971,9,13.3
1972,9,31.199999999999996
1973,9,63.999999999999986
1974,9,117.7
1975,9,103.49999999999999
1976,9,105.89999999999999
1977,9,23.2
1978,9,29.699999999999996
1979,9,17.700000000000003
1980,9,23.799999999999997
1981,9,93.20000000000002
1982,9,46.6
1983,9,78.09999999999998
1984,9,94.20000000000002
1985,9,17.900000000000002
1986,9,29.900000000000002
1987,9,39.9
1988,9,51.50000000000001
1989,9,14.9
1990,9,37.2
1991,9,61.4
1992,9,127.5
1993,9,114.5
1994,9,64.99999999999999
1995,9,107.9
1996,9,17.2
1997,9,12.2
1998,9,129.6
1999,9,70.5
2000,9,90.7
2001,9,73.8
2002,9,25.599999999999998
2003,9,15.1
2004,9,24.4
2005,9,65.00000000000001
2006,9,54.2
2007,9,29.200000000000003
2008,9,66.2
2009,9,15.799999999999997
2010,9,59.9
2011,9,38.6
2012,9,40.4
2013,9,50.30000000000002
2014,9,15.999999999999998
2015,9,45.30000000000002
2016,9,70.10000000000001
2017,9,86.80000000000003
2018,9,51.0
2019,9,75.00000000000001
2020,9,32.8
2021,9,54.1
2022,9,77.7
2023,9,60.3
2024,9,185.4
1853,10,77.69999999999997
1854,10,47.3
1855,10,115.89999999999999
1856,10,61.599999999999994
1857,10,137.10000000000002
1858,10,34.4
1859,10,65.5
1860,10,34.400000000000006
1861,10,28.599999999999998
1862,10,95.19999999999997
1863,10,56.39999999999999
1864,10,28.8
1865,10,166.1
1866,10,39.300000000000004
1867,10,39.9
1868,10,46.4
1869,10,48.199999999999996
1870,10,98.4
1871,10,21.1
1872,10,119.7
1873,10,71.5
1874,10,84.70000000000003
1875,10,149.79999999999998
1876,10,38.699999999999996
1877,10,49.699999999999996
1878,10,76.30000000000003
1879,10,20.900000000000006
1880,10,149.25
1881,10,74.39999999999999
1882,10,164.19
1883,10,62.93999999999999
1884,10,41.589999999999996
1885,10,119.94999999999999
1886,10,99.25999999999998
1887,10,39.85
1888,10,24.759999999999998
1889,10,90.7
1890,10,37.559999999999995
1891,10,169.08000000000004
1892,10,98.3
1893,10,110.41
1894,10,84.57000000000002
1895,10,63.85
1896,10,98.21
1897,10,21.889999999999997
1898,10,69.95
1899,10,91.41
1900,10,62.15
1901,10,48.350000000000016
1902,10,44.64
1903,10,156.14
1904,10,33.339999999999996
1905,10,40.2
1906,10,131.05999999999995
1907,10,123.83
1908,10,56.38000000000002
1909,10,124.36000000000001
1910,10,69.5
1911,10,83.85999999999999
1912,10,66.84
1913,10,85.93
1914,10,58.92999999999999
1915,10,60.33
1916,10,86.39999999999999
1917,10,114.49999999999999
1918,10,41.900000000000006
1919,10,25.7
1920,10,36.80000000000001
1921,10,18.1
1922,10,15.999999999999998
1923,10,117.1
1924,10,99.99999999999999
1925,10,71.39999999999998
1926,10,62.4
1927,10,47.1
1928,10,90.2
1929,10,103.99999999999999
1930,10,26.599999999999994
1931,10,14.5
1932,10,111.2
1933,10,33.8
1934,10,47.99999999999999
1935,10,70.4
1936,10,41.3
1937,10,61.8
1938,10,78.50000000000001
1939,10,111.2
1940,10,80.4
1941,10,25.100000000000005
1942,10,96.9
1943,10,82.0
1944,10,87.99999999999999
1945,10,72.2
1946,10,37.4
1947,10,1.0999999999999999
1948,10,55.3
1949,10,154.1
1950,10,12.5
1951,10,29.900000000000002
1952,10,71.60000000000001
1953,10,74.0
1954,10,48.4
1955,10,77.7
1956,10,43.79999999999999
1957,10,60.2
1958,10,61.9
1959,10,55.400000000000006
1960,10,158.2
1961,10,76.3
1962,10,30.0
1963,10,41.199999999999996
1964,10,21.700000000000003
1965,10,21.4
1966,10,86.99999999999999
1967,10,150.2
1968,10,51.99999999999999
1969,10,6.0
1970,10,22.0
1971,10,73.19999999999999
1972,10,28.700000000000003
1973,10,30.600000000000005
1974,10,103.29999999999998
1975,10,18.199999999999996
1976,10,122.5
1977,10,49.40000000000001
1978,10,5.2
1979,10,79.8
1980,10,96.50000000000003
1981,10,71.80000000000001
1982,10,126.59999999999998
1983,10,41.3
1984,10,87.99999999999999
1985,10,22.399999999999995
1986,10,87.70000000000002
1987,10,198.69999999999996
1988,10,70.2
1989,10,63.300000000000004
1990,10,90.99999999999999
1991,10,28.6
1992,10,70.60000000000002
1993,10,123.69999999999999
1994,10,88.39999999999999
1995,10,30.8
1996,10,46.7
1997,10,53.699999999999996
1998,10,115.4
1999,10,46.50000000000001
2000,10,166.7
2001,10,115.69999999999999
2002,10,89.29999999999997
2003,10,37.9
2004,10,126.40000000000002
2005,10,88.4
2006,10,105.00000000000001
2007,10,57.100000000000016
2008,10,74.30000000000003
2009,10,39.3
2010,10,84.99999999999999
2011,10,25.299999999999994
2012,10,115.90000000000003
2013,10,109.2
2014,10,96.0
2015,10,64.6
2016,10,29.999999999999996
2017,10,31.099999999999994
2018,10,71.00000000000001
2019,10,109.60000000000001
2020,10,198.39999999999995
2021,10,104.70000000000002
2022,10,101.2
2023,10,100.7
2024,10,61.800000000000026
1853,11,41.9
1854,11,29.599999999999994
1855,11,48.6
1856,11,27.4
1857,11,49.900000000000006
1858,11,16.499999999999996
1859,11,51.60000000000001
1860,11,51.199999999999996
1861,11,87.10000000000001
1862,11,29.400000000000002
1863,11,50.6
1864,11,56.099999999999994
1865,11,59.900000000000006
1866,11,49.400000000000006
1867,11,4.0
1868,11,8.100000000000001
1869,11,53.400000000000006
1870,11,31.6
1871,11,17.2
1872,11,96.10000000000002
1873,11,51.099999999999994
1874,11,62.0
1875,11,112.79999999999997
1876,11,106.8
1877,11,131.0
1878,11,115.29999999999998
1879,11,20.6
1880,11,72.83
1881,11,87.51
1882,11,83.64
1883,11,88.0
1884,11,47.44999999999999
1885,11,94.68
1886,11,68.73999999999998
1887,11,84.70999999999997
1888,11,110.97999999999999
1889,11,29.03
1890,11,67.18000000000002
1891,11,55.129999999999995
1892,11,50.709999999999994
1893,11,65.61999999999999
1894,11,122.34999999999998
1895,11,119.22
1896,11,32.92
1897,11,24.550000000000004
1898,11,59.010000000000005
1899,11,93.60000000000001
1900,11,62.15000000000001
1901,11,22.880000000000003
1902,11,45.92000000000001
1903,11,53.279999999999994
1904,11,41.61
1905,11,79.41
1906,11,103.62
1907,11,61.56000000000001
1908,11,19.12
1909,11,29.21
1910,11,94.68
1911,11,82.96
1912,11,61.14
1913,11,72.72000000000001
1914,11,70.29000000000002
1915,11,54.92
1916,11,104.1
1917,11,31.000000000000007
1918,11,62.30000000000001
1919,11,51.60000000000001
1920,11,43.60000000000001
1921,11,56.200000000000024
1922,11,33.400000000000006
1923,11,37.30000000000001
1924,11,76.89999999999999
1925,11,52.000000000000014
1926,11,125.59999999999998
1927,11,67.0
1928,11,74.10000000000001
1929,11,158.79999999999998
1930,11,121.00000000000001
1931,11,76.10000000000001
1932,11,39.6
1933,11,32.9
1934,11,44.60000000000001
1935,11,124.20000000000002
1936,11,92.1
1937,11,41.90000000000001
1938,11,86.29999999999998
1939,11,108.6
1940,11,192.4
1941,11,63.9
1942,11,33.6
1943,11,33.0
1944,11,85.5
1945,11,8.899999999999999
1946,11,138.0
1947,11,26.3
1948,11,41.9
1949,11,74.2
1950,11,133.2
1951,11,131.39999999999998
1952,11,100.6
1953,11,44.90000000000001
1954,11,130.40000000000003
1955,11,49.199999999999996
1956,11,20.299999999999994
1957,11,52.300000000000004
1958,11,59.999999999999986
1959,11,55.89999999999999
1960,11,106.39999999999998
1961,11,48.599999999999994
1962,11,61.49999999999999
1963,11,115.3
1964,11,33.0
1965,11,70.0
1966,11,46.79999999999999
1967,11,50.89999999999997
1968,11,48.699999999999996
1969,11,88.3
1970,11,156.20000000000002
1971,11,69.0
1972,11,65.80000000000001
1973,11,24.699999999999996
1974,11,139.29999999999998
1975,11,52.4
1976,11,81.7
1977,11,59.900000000000006
1978,11,21.5
1979,11,51.70000000000002
1980,11,44.79999999999999
1981,11,44.8
1982,11,100.1
1983,11,50.099999999999994
1984,11,105.8
1985,11,50.49999999999999
1986,11,85.4
1987,11,59.000000000000014
1988,11,29.499999999999996
1989,11,38.500000000000014
1990,11,38.9
1991,11,58.599999999999994
1992,11,114.4
1993,11,56.2
1994,11,40.80000000000002
1995,11,49.8
1996,11,116.29999999999998
1997,11,82.2
1998,11,81.29999999999998
1999,11,35.599999999999994
2000,11,138.60000000000002
2001,11,49.0
2002,11,132.89999999999998
2003,11,137.40000000000003
2004,11,73.6
2005,11,53.20000000000003
2006,11,104.4
2007,11,80.0
2008,11,91.10000000000001
2009,11,146.20000000000002
2010,11,54.8
2011,11,36.59999999999999
2012,11,100.4
2013,11,59.700000000000024
2014,11,108.30000000000004
2015,11,84.00000000000001
2016,11,85.60000000000001
2017,11,53.2
2018,11,63.80000000000001
2019,11,91.0
2020,11,57.400000000000006
2021,11,19.099999999999998
2022,11,131.49999999999997
2023,11,75.70000000000002
2024,11,66.5
1853,12,4.7
1854,12,34.099999999999994
1855,12,33.599999999999994
1856,12,43.99999999999999
1857,12,8.8
1858,12,40.800000000000004
1859,12,58.599999999999994
1860,12,31.8
1861,12,36.4
1862,12,37.49999999999999
1863,12,33.9
1864,12,11.4
1865,12,31.900000000000002
1866,12,61.79999999999998
1867,12,46.6
1868,12,109.2
1869,12,72.3
1870,12,64.3
1871,12,30.599999999999998
1872,12,101.0
1873,12,18.099999999999998
1874,12,47.800000000000004
1875,12,30.2
1876,12,152.5
1877,12,57.8
1878,12,40.6
1879,12,20.9
1880,12,87.62
1881,12,109.88
1882,12,76.91000000000001
1883,12,27.090000000000007
1884,12,77.82
1885,12,30.680000000000007
1886,12,106.03000000000002
1887,12,38.949999999999996
1888,12,40.949999999999996
1889,12,35.41
1890,12,10.660000000000002
1891,12,103.03
1892,12,40.5
1893,12,63.74999999999999
1894,12,52.76000000000001
1895,12,54.44999999999999
1896,12,102.82999999999998
1897,12,82.69000000000001
1898,12,71.53999999999999
1899,12,34.53
1900,12,89.34
1901,12,101.83999999999999
1902,12,34.33
1903,12,59.91000000000001
1904,12,60.44000000000002
1905,12,26.849999999999994
1906,12,70.99000000000001
1907,12,87.21999999999998
1908,12,51.1
1909,12,82.88000000000001
1910,12,129.03
1911,12,155.20000000000002
1912,12,82.89
1913,12,19.970000000000002
1914,12,190.86
1915,12,130.79
1916,12,76.6
1917,12,16.399999999999995
1918,12,72.10000000000002
1919,12,135.0
1920,12,59.9
1921,12,45.499999999999986
1922,12,74.7
1923,12,68.19999999999999
1924,12,93.29999999999998
1925,12,49.20000000000001
1926,12,10.399999999999999
1927,12,70.5
1928,12,62.49999999999999
1929,12,145.9
1930,12,66.60000000000001
1931,12,25.400000000000006
1932,12,15.100000000000001
1933,12,11.3
1934,12,122.60000000000001
1935,12,72.3
1936,12,52.99999999999999
1937,12,73.39999999999999
1938,12,81.79999999999998
1939,12,33.8
1940,12,34.699999999999996
1941,12,35.5
1942,12,73.0
1943,12,41.7
1944,12,40.0
1945,12,76.2
1946,12,51.89999999999999
1947,12,73.3
1948,12,74.69999999999999
1949,12,36.00000000000001
1950,12,41.00000000000001
1951,12,52.5
1952,12,71.7
1953,12,14.899999999999999
1954,12,49.39999999999999
1955,12,61.49999999999999
1956,12,94.19999999999999
1957,12,57.000000000000014
1958,12,84.79999999999998
1959,12,112.69999999999999
1960,12,93.29999999999997
1961,12,96.39999999999998
1962,12,63.2
1963,12,16.8
1964,12,54.9
1965,12,119.69999999999997
1966,12,83.99999999999997
1967,12,61.39999999999999
1968,12,79.8
1969,12,66.29999999999998
1970,12,50.6
1971,12,19.900000000000002
1972,12,91.89999999999996
1973,12,47.300000000000004
1974,12,37.10000000000001
1975,12,37.4
1976,12,87.19999999999999
1977,12,60.20000000000002
1978,12,127.80000000000001
1979,12,129.2
1980,12,40.70000000000001
1981,12,55.400000000000006
1982,12,72.39999999999999
1983,12,62.400000000000006
1984,12,57.9
1985,12,108.2
1986,12,82.19999999999999
1987,12,29.500000000000004
1988,12,20.0
1989,12,156.79999999999998
1990,12,62.2
1991,12,15.8
1992,12,49.79999999999999
1993,12,109.7
1994,12,90.4
1995,12,92.9
1996,12,26.3
1997,12,61.10000000000001
1998,12,68.19999999999999
1999,12,95.89999999999998
2000,12,107.69999999999999
2001,12,19.5
2002,12,112.60000000000001
2003,12,90.59999999999998
2004,12,40.4
2005,12,51.0
2006,12,95.00000000000001
2007,12,67.10000000000002
2008,12,42.00000000000001
2009,12,106.60000000000004
2010,12,34.9
2011,12,82.4
2012,12,114.40000000000002
2013,12,123.3
2014,12,64.20000000000002
2015,12,81.60000000000001
2016,12,25.999999999999993
2017,12,110.7
2018,12,75.00000000000001
2019,12,111.6
2020,12,98.39999999999999
2021,12,76.0
2022,12,67.69999999999999
2023,12,101.3
2024,12,67.90000000000002
